trip_id,duration,start_time,end_time,start_station,start_lat,start_lon,end_station,end_lat,end_lon,bike_id,plan_duration,trip_route_category,passholder_type
241475855,3,4/1/2018 0:06,4/1/2018 0:09,3114,39.937752,-75.180122,3053,39.932308,-75.181541,2497,30,One Way,Indego30
241475854,3,4/1/2018 0:09,4/1/2018 0:12,3156,39.953812,-75.174072,3165,39.958191,-75.1782,11738,30,One Way,Indego30
241475851,8,4/1/2018 0:13,4/1/2018 0:21,3052,39.947319,-75.156952,3005,39.94733,-75.144028,3658,365,One Way,Indego365
241475853,24,4/1/2018 0:13,4/1/2018 0:37,3086,39.940189,-75.166908,3035,39.962711,-75.194191,3337,30,One Way,Indego30
241487572,53,4/1/2018 0:13,4/1/2018 1:06,3029,39.9538,-75.194794,3093,39.988369,-75.187012,3415,30,One Way,Indego30
241475850,11,4/1/2018 0:28,4/1/2018 0:39,3110,39.96175,-75.136414,3075,39.967178,-75.161247,11030,30,One Way,Indego30
241475849,4,4/1/2018 0:40,4/1/2018 0:44,3161,39.954861,-75.180908,3163,39.949741,-75.180969,2564,30,One Way,Indego30
241487567,7,4/1/2018 1:04,4/1/2018 1:11,3156,39.953812,-75.174072,3010,39.947109,-75.166183,11798,30,One Way,Indego30
241487566,24,4/1/2018 1:06,4/1/2018 1:30,3028,39.940609,-75.149582,3009,39.955761,-75.189819,11937,30,One Way,Indego30
